registrant,client,q_income,cite_uuid,registration_only,terminated_same_q,lda_public_url
THE INGRAM GROUP LLC,"VIA SCIENCE, INC.",30000,b90e9e9f-8d2c-4f00-8531-15d521d139ac,False,False,https://lda.senate.gov/filings/public/filing/b90e9e9f-8d2c-4f00-8531-15d521d139ac/print/
"HILL EAST GROUP, LLC",Veeam Software Corp,30000,3cc880b0-359c-429d-9883-b3d3de6a74f1,False,False,https://lda.senate.gov/filings/public/filing/3cc880b0-359c-429d-9883-b3d3de6a74f1/print/
STIERS LLC,"Verity Integrated Systems, Inc.",30000,18721715-40ea-4e49-bffa-1798e7fb13c9,False,False,https://lda.senate.gov/filings/public/filing/18721715-40ea-4e49-bffa-1798e7fb13c9/print/
"CASSIDY & ASSOCIATES, INC.",WATERWAYS COUNCIL INC,30000,65c5e584-09b1-4e96-8c8e-a86ebd3da1ec,False,False,https://lda.senate.gov/filings/public/filing/65c5e584-09b1-4e96-8c8e-a86ebd3da1ec/print/
REVERE FEDERAL STRATEGIES,WEBAI INC.,30000,b6678426-e244-4104-a435-5ba9eb79bdde,False,False,https://lda.senate.gov/filings/public/filing/b6678426-e244-4104-a435-5ba9eb79bdde/print/
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",WILLIAMS BUILDING COMPANY. INC.,30000,897c0944-7c7d-4bc3-8983-d44f27c396be,False,False,https://lda.senate.gov/filings/public/filing/897c0944-7c7d-4bc3-8983-d44f27c396be/print/
THE INGRAM GROUP LLC,WOLF RIVER CONSERVANCY,30000,a1aca26b-f7c5-4c8a-a61d-3417fe00f3d6,False,True,https://lda.senate.gov/filings/public/filing/a1aca26b-f7c5-4c8a-a61d-3417fe00f3d6/print/
"NEW LANTERN, LLC","WORLDSCAPE TECHNOLOGY, INC.",30000,619d0249-90f6-4617-a14e-cd859d3d70d2,False,False,https://lda.senate.gov/filings/public/filing/619d0249-90f6-4617-a14e-cd859d3d70d2/print/
CURRENT STRATEGIES,WSSC Water,30000,d7a6d9cb-10d5-477f-b3f8-7bb5c7c89c25,False,False,https://lda.senate.gov/filings/public/filing/d7a6d9cb-10d5-477f-b3f8-7bb5c7c89c25/print/
AKIN GUMP STRAUSS HAUER & FELD,WW INTERNATIONAL (FORMERLY KNOWN AS WEIGHT WATCHERS),30000,4e31b261-a313-4458-bc48-e3ffa66178dc,False,False,https://lda.senate.gov/filings/public/filing/4e31b261-a313-4458-bc48-e3ffa66178dc/print/
CURRENT STRATEGIES,Water Quality Association,30000,271d8c9c-27bc-45f7-a08b-f80101640c74,False,False,https://lda.senate.gov/filings/public/filing/271d8c9c-27bc-45f7-a08b-f80101640c74/print/
S-3 GROUP,Waymo LLC,30000,25416ae0-cb36-4c9e-8651-d19a7a162cdb,False,False,https://lda.senate.gov/filings/public/filing/25416ae0-cb36-4c9e-8651-d19a7a162cdb/print/
"CONTINENTAL STRATEGY, LLC","BILCON OF DELAWARE, INC.",29167,121f2eda-68cc-4320-b338-ca99d7d96508,False,False,https://lda.senate.gov/filings/public/filing/121f2eda-68cc-4320-b338-ca99d7d96508/print/
"CONTINENTAL STRATEGY, LLC","MERCURIA ENERGY AMERICA, LLC",28388,f1aeaf31-c4e8-4c9d-a45a-0a9a7d3b977e,False,False,https://lda.senate.gov/filings/public/filing/f1aeaf31-c4e8-4c9d-a45a-0a9a7d3b977e/print/
"THE MAJORITY GROUP, LLC",AI SALON,25000,dc8f7149-6b28-4c8d-85cd-a46eb633e160,False,False,https://lda.senate.gov/filings/public/filing/dc8f7149-6b28-4c8d-85cd-a46eb633e160/print/
"SL STRATEGIES, LLC",American Academy of Orthopaedic Surgeons,25000,f0e3cf80-123d-4db7-a75b-f8a518d0a7c0,False,False,https://lda.senate.gov/filings/public/filing/f0e3cf80-123d-4db7-a75b-f8a518d0a7c0/print/
IMPERIUM GLOBAL ADVISORS,CRUNCHATLAS,25000,65009d59-e184-47e7-9224-aefa7ab95311,False,False,https://lda.senate.gov/filings/public/filing/65009d59-e184-47e7-9224-aefa7ab95311/print/
"CONTINENTAL STRATEGY, LLC",City of Miami,25000,d82452f4-db21-4897-bf20-799019b20a19,False,False,https://lda.senate.gov/filings/public/filing/d82452f4-db21-4897-bf20-799019b20a19/print/
IMPERIUM GLOBAL ADVISORS,INSANE CYBER,25000,5c853622-f43d-4bf7-97f3-45a0d07bca73,False,False,https://lda.senate.gov/filings/public/filing/5c853622-f43d-4bf7-97f3-45a0d07bca73/print/
REVERE FEDERAL STRATEGIES,OBVIANT,25000,d6c93126-7ae9-4120-8343-114ff02beae8,False,False,https://lda.senate.gov/filings/public/filing/d6c93126-7ae9-4120-8343-114ff02beae8/print/
NICHE CONSULTING FIRM LLC (FORMERLY KNOWN AS) MS. TANISHA LEWIS,RESTORE FIRST HEALTH,25000,89059ac1-b089-4ca4-9eb2-344a9b760bc0,False,False,https://lda.senate.gov/filings/public/filing/89059ac1-b089-4ca4-9eb2-344a9b760bc0/print/
"TERRAPIN STRATEGY, INC",Sphere Labs,25000,62c5e615-4f19-4bdd-8516-c83ac5b584cf,False,False,https://lda.senate.gov/filings/public/filing/62c5e615-4f19-4bdd-8516-c83ac5b584cf/print/
CHECKMATE GOVERNMENT RELATIONS,VOLTIC SHIPPING CORP.,25000,1f22b365-cf5b-40b5-8bbb-bec3f963e29f,False,False,https://lda.senate.gov/filings/public/filing/1f22b365-cf5b-40b5-8bbb-bec3f963e29f/print/
PROZAN STRATEGIES,CORNBREAD HEMP,24379,793cefcb-2a65-4204-a984-596a3ba7150f,False,False,https://lda.senate.gov/filings/public/filing/793cefcb-2a65-4204-a984-596a3ba7150f/print/
"CAPITOL CONNECTIONS, LLC",COLOSSAL BIOSCIENCES INC.,24000,1e23c4a7-ce58-4476-9bb2-b7875ba2f371,False,False,https://lda.senate.gov/filings/public/filing/1e23c4a7-ce58-4476-9bb2-b7875ba2f371/print/
"CAPGOV, LLC",Dona Ana County,24000,b9c4597b-9917-49a4-baa9-9938b292a51d,False,False,https://lda.senate.gov/filings/public/filing/b9c4597b-9917-49a4-baa9-9938b292a51d/print/
WASHINGTONGPS,UTLX (UNION TANK CAR COMPANY),24000,8dba8c99-9cc8-4e1a-a19c-add024f2327f,False,False,https://lda.senate.gov/filings/public/filing/8dba8c99-9cc8-4e1a-a19c-add024f2327f/print/
"SCARLET SOLUTIONS, LLC","HALL RENDER KILLIAN HEATH AND LYMAN, PC",23871,d5eebcd8-8176-4a12-bbdb-404b8f155534,False,False,https://lda.senate.gov/filings/public/filing/d5eebcd8-8176-4a12-bbdb-404b8f155534/print/
"SHUMAKER ADVISORS, LLC",COMMUNITY SHELTER BOARD,22500,0d4c49bc-c289-4279-9d5d-5c4262fbeb14,False,False,https://lda.senate.gov/filings/public/filing/0d4c49bc-c289-4279-9d5d-5c4262fbeb14/print/
AVIVA STRATEGIES (FKA MGB CONSULTING),Huntington's Disease Society of America,22500,66f52954-ebc1-4233-8cf6-2fb0cd84523d,False,False,https://lda.senate.gov/filings/public/filing/66f52954-ebc1-4233-8cf6-2fb0cd84523d/print/
"TSG ADVOCATES DC, LLC",Karen Bacardi,22500,4660bab9-5253-437e-9f06-927f81e0b027,False,False,https://lda.senate.gov/filings/public/filing/4660bab9-5253-437e-9f06-927f81e0b027/print/
"SHUMAKER ADVISORS, LLC","TRUE INDICATING, LLC",22500,2fc42e69-86aa-443d-83c3-5bdf5093fa43,False,False,https://lda.senate.gov/filings/public/filing/2fc42e69-86aa-443d-83c3-5bdf5093fa43/print/
IKON PUBLIC AFFAIRS,NEUROQURE,22000,e2473bf8-ae67-4140-bcc3-7e1fe3107119,False,False,https://lda.senate.gov/filings/public/filing/e2473bf8-ae67-4140-bcc3-7e1fe3107119/print/
"TSG ADVOCATES DC, LLC",LEON COUNTY,20625,39939c77-a509-4b80-a931-12dfa76c0d69,False,False,https://lda.senate.gov/filings/public/filing/39939c77-a509-4b80-a931-12dfa76c0d69/print/
CAPITOL COUNSEL LLC,10 TANKER AIR CARRIER LLC,20000,43b9b3ba-d89b-4507-932b-0ead349233e1,False,False,https://lda.senate.gov/filings/public/filing/43b9b3ba-d89b-4507-932b-0ead349233e1/print/
"RESTON STRATEGY GROUP, LLC","535 GROUP, LLC ON BEHALF OF CAPSTONE RESEARCH CORPORATION",20000,3b7f393d-2114-4afd-8ad2-064d7394c005,False,False,https://lda.senate.gov/filings/public/filing/3b7f393d-2114-4afd-8ad2-064d7394c005/print/
"SORINI, SAMET & ASSOCIATES, LLC","ADVANCED FOOD EQUIPMENT, LLC",20000,94c1ca93-e0f6-4d7e-9c2c-c40895d59b57,False,False,https://lda.senate.gov/filings/public/filing/94c1ca93-e0f6-4d7e-9c2c-c40895d59b57/print/
CONVERGE PUBLIC STRATEGIES,AFFORDABLE BENEFIT CHOICES LLC,20000,c2e45908-0c26-42a6-ae8b-4cf115b4da7b,False,False,https://lda.senate.gov/filings/public/filing/c2e45908-0c26-42a6-ae8b-4cf115b4da7b/print/
ALSTON & BIRD LLP,"AGENDIA, INC.",20000,3d3374da-9e99-4efb-b59f-f0a29678c551,False,False,https://lda.senate.gov/filings/public/filing/3d3374da-9e99-4efb-b59f-f0a29678c551/print/
THORN RUN PARTNERS,ALS UNITED,20000,0d6db9ef-1c14-47da-b911-573c3c331318,False,False,https://lda.senate.gov/filings/public/filing/0d6db9ef-1c14-47da-b911-573c3c331318/print/
HOLLAND & KNIGHT LLP,ALVOTECH SA,20000,9220cab5-85cb-43b7-a44a-655937b31ba4,False,False,https://lda.senate.gov/filings/public/filing/9220cab5-85cb-43b7-a44a-655937b31ba4/print/
GEOFFREY P. GRAY,AMERICAN BANKERS ASSOCIATION CARD POLICY COUNCIL,20000,b123ce8f-0baa-4dbf-8028-f19d73e890af,False,False,https://lda.senate.gov/filings/public/filing/b123ce8f-0baa-4dbf-8028-f19d73e890af/print/
"SANDLER, TRAVIS & ROSENBERG, P.A.",AMERICAN BATH GROUP,20000,aef907e0-aa9c-4f11-ac35-394c0e95f012,False,False,https://lda.senate.gov/filings/public/filing/aef907e0-aa9c-4f11-ac35-394c0e95f012/print/
CAPITOL COUNSEL LLC,AMERICANS FOR LITIGATION TAX FAIRNESS,20000,f7cfe9a7-2763-490f-9663-fcf7981dbf8f,False,False,https://lda.senate.gov/filings/public/filing/f7cfe9a7-2763-490f-9663-fcf7981dbf8f/print/
LOBBYIT.COM,ANIMAL RESCUERS FOR CHANGE,20000,4bf1d036-c73e-45e2-88b7-a9a502968bb3,False,False,https://lda.senate.gov/filings/public/filing/4bf1d036-c73e-45e2-88b7-a9a502968bb3/print/
"CROSSROADS STRATEGIES, LLC","APNIMED, INC.",20000,10a0c0fb-03b7-4646-9c67-045b1693f34d,False,False,https://lda.senate.gov/filings/public/filing/10a0c0fb-03b7-4646-9c67-045b1693f34d/print/
ACG ADVOCACY,ARUNA PROJECT,20000,033cc009-cf16-43d0-aac4-839d20f69060,False,False,https://lda.senate.gov/filings/public/filing/033cc009-cf16-43d0-aac4-839d20f69060/print/
"MERCHANT MCINTYRE & ASSOCIATES, LLC","ATHENS COUNTY, OH",20000,e3bb672a-9dd9-4328-9516-01750538ebb0,False,False,https://lda.senate.gov/filings/public/filing/e3bb672a-9dd9-4328-9516-01750538ebb0/print/
ESHAM STRATEGIES LLC,"Accumulus Synergy, Inc.",20000,9f9a60ae-46c7-4819-b8fd-efbaede1594f,False,False,https://lda.senate.gov/filings/public/filing/9f9a60ae-46c7-4819-b8fd-efbaede1594f/print/
CAPITOL COUNSEL LLC,"Advanced Situational Awareness, LLC",20000,e489f9e8-3191-4138-a5a0-8c1b25771d52,False,False,https://lda.senate.gov/filings/public/filing/e489f9e8-3191-4138-a5a0-8c1b25771d52/print/
HOLLAND & KNIGHT LLP,Albany State University,20000,4779e349-9436-407e-aade-488788a33470,False,False,https://lda.senate.gov/filings/public/filing/4779e349-9436-407e-aade-488788a33470/print/
CR FEDERAL,Allen Control Systems,20000,847f91b2-d24a-4301-b9f3-b15cc6a7a938,False,False,https://lda.senate.gov/filings/public/filing/847f91b2-d24a-4301-b9f3-b15cc6a7a938/print/
"MASON STREET CONSULTING, LLC",America's Health Insurance Plans (AHIP),20000,87b5a4d1-f900-41bf-9fff-d1e7d097a169,False,False,https://lda.senate.gov/filings/public/filing/87b5a4d1-f900-41bf-9fff-d1e7d097a169/print/
THE DUBERSTEIN GROUP INC.,American Petroleum Institute,20000,642ecbbe-2609-4432-96ec-43333020d1c1,False,False,https://lda.senate.gov/filings/public/filing/642ecbbe-2609-4432-96ec-43333020d1c1/print/
HOLLAND & KNIGHT LLP,American Society of Anesthesiologists,20000,3edef4b0-46cf-494e-afc7-3bf627e40caf,False,False,https://lda.senate.gov/filings/public/filing/3edef4b0-46cf-494e-afc7-3bf627e40caf/print/
"SIGHTLINE ADVOCACY, LLC",Amgen Inc.,20000,cbd71fe1-392a-43c4-b88c-ad87ea4dc069,False,False,https://lda.senate.gov/filings/public/filing/cbd71fe1-392a-43c4-b88c-ad87ea4dc069/print/
THORN RUN PARTNERS,"Anthropic, PBC",20000,3f1c1812-8d7a-43f2-9b22-c2454de9336f,False,False,https://lda.senate.gov/filings/public/filing/3f1c1812-8d7a-43f2-9b22-c2454de9336f/print/
I STREET ADVOCATES,BARRETT & FARAHANY,20000,ace9f119-4ebe-452a-8d7b-5315def3b5fe,False,False,https://lda.senate.gov/filings/public/filing/ace9f119-4ebe-452a-8d7b-5315def3b5fe/print/
ANCHOR & ARROW STRATEGIES,BASE OPERATIONS,20000,5aa35779-65a4-465a-a5a2-c022c2c186e8,False,True,https://lda.senate.gov/filings/public/filing/5aa35779-65a4-465a-a5a2-c022c2c186e8/print/
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",BEAUFORT REGIONAL CHAMBER OF COMMERCE,20000,5f7a19f4-6584-4075-8dcd-3557bff5eb5f,False,False,https://lda.senate.gov/filings/public/filing/5f7a19f4-6584-4075-8dcd-3557bff5eb5f/print/
FOLEY & LARDNER LLP,BEMIS MANUFACTURING,20000,9b3636eb-efa9-4c4d-b5ad-c872cc5ff554,False,False,https://lda.senate.gov/filings/public/filing/9b3636eb-efa9-4c4d-b5ad-c872cc5ff554/print/
BRACEWELL LLP,BEX CARBON,20000,393913e7-b3de-41be-b5c2-3197f01fd700,False,False,https://lda.senate.gov/filings/public/filing/393913e7-b3de-41be-b5c2-3197f01fd700/print/
"CONTINENTAL STRATEGY, LLC","BLACK STONE MINERALS, L.P.",20000,7319908f-864f-4364-8289-67281ef2981e,False,False,https://lda.senate.gov/filings/public/filing/7319908f-864f-4364-8289-67281ef2981e/print/
EASTPORT STRATEGIES LLC,"BLUE FUEL, INC.",20000,508d48f6-7023-4a11-96ff-27998437d107,False,False,https://lda.senate.gov/filings/public/filing/508d48f6-7023-4a11-96ff-27998437d107/print/
"THE CORMAC GROUP, LLC","BM TECHNOLOGIES, INC.",20000,cb4e61fd-5d64-43d9-979a-63417e82349d,False,False,https://lda.senate.gov/filings/public/filing/cb4e61fd-5d64-43d9-979a-63417e82349d/print/
"HEALTH POLICY SOURCE, INC.","BREG, INC.",20000,492af84e-54d3-422f-b4e6-7e4bfb3345e2,False,False,https://lda.senate.gov/filings/public/filing/492af84e-54d3-422f-b4e6-7e4bfb3345e2/print/
CAPITOL COUNSEL LLC,Billings Flying Service,20000,d1b35630-b68b-4ee6-aa9d-1c12caca0df3,False,False,https://lda.senate.gov/filings/public/filing/d1b35630-b68b-4ee6-aa9d-1c12caca0df3/print/
"ETHERTON AND ASSOCIATES, INC.",Booz Allen Hamilton Inc.,20000,2391c20e-5e80-412a-84a3-87b7695a67b1,False,False,https://lda.senate.gov/filings/public/filing/2391c20e-5e80-412a-84a3-87b7695a67b1/print/
CAPITOL HILL CONSULTING GROUP,"ByHeart, Inc.",20000,a83ecbd1-1624-48d1-8908-0f7788514256,False,False,https://lda.senate.gov/filings/public/filing/a83ecbd1-1624-48d1-8908-0f7788514256/print/
TELEGRAPH AVENUE ADVISORS,CALPORTLAND CORPORATION,20000,b8e39d11-2167-41f1-9ed2-ca2fcd719e27,False,False,https://lda.senate.gov/filings/public/filing/b8e39d11-2167-41f1-9ed2-ca2fcd719e27/print/
"XLA ADVISORS, LLC","CANFIELD CONSULTING, LLC ON BEHALF OF SECURE PASSAGE, INC.",20000,f5a428bd-3cd0-413c-b4a3-bb360b264d5a,False,False,https://lda.senate.gov/filings/public/filing/f5a428bd-3cd0-413c-b4a3-bb360b264d5a/print/
"LIBERTY PARTNERS GROUP, LLC",CANON MEDICAL SYSTEMS USA [IMAGE SAFELY 360],20000,d4273201-0fb9-4d29-bc33-f88c4c9e5fe1,False,False,https://lda.senate.gov/filings/public/filing/d4273201-0fb9-4d29-bc33-f88c4c9e5fe1/print/
COLLECTIVE STRATEGIES & COMMUNICATIONS,"CAPITOL COUNSEL, LLC ON BEHALF OF 10 TANKER AIR CARRIER, LLC",20000,16a62bb8-971d-42a2-be6a-5f74e3bd0e5d,False,False,https://lda.senate.gov/filings/public/filing/16a62bb8-971d-42a2-be6a-5f74e3bd0e5d/print/
COLLECTIVE STRATEGIES & COMMUNICATIONS,"CAPITOL COUNSEL, LLC ON BEHALF OF ADVANCED SITUATIONAL AWARENESS, LLC",20000,55705bb6-5b3c-4292-a8e7-e30dbdbcae78,False,False,https://lda.senate.gov/filings/public/filing/55705bb6-5b3c-4292-a8e7-e30dbdbcae78/print/
COLLECTIVE STRATEGIES & COMMUNICATIONS,"CAPITOL COUNSEL, LLC ON BEHALF OF BILLINGS FLYING SERVICE",20000,f2a13c8e-e469-40a4-9680-f21e5f2df0b2,False,False,https://lda.senate.gov/filings/public/filing/f2a13c8e-e469-40a4-9680-f21e5f2df0b2/print/
COLLECTIVE STRATEGIES & COMMUNICATIONS,"CAPITOL COUNSEL, LLC ON BEHALF OF FUND FOR A BETTER FUTURE",20000,89b590dc-9373-41dd-93d3-297c2b6da69e,False,False,https://lda.senate.gov/filings/public/filing/89b590dc-9373-41dd-93d3-297c2b6da69e/print/
COLLECTIVE STRATEGIES & COMMUNICATIONS,"CAPITOL COUNSEL, LLC ON BEHALF OF INTTERRA GROUP",20000,955cf593-98d4-4dd3-9fdb-c2332b8c9e9d,False,False,https://lda.senate.gov/filings/public/filing/955cf593-98d4-4dd3-9fdb-c2332b8c9e9d/print/
COLLECTIVE STRATEGIES & COMMUNICATIONS,"CAPITOL COUNSEL, LLC ON BEHALF OF NEPTUNE AVIATION",20000,c7d212e2-2ecc-46e5-8124-fb908c747837,False,False,https://lda.senate.gov/filings/public/filing/c7d212e2-2ecc-46e5-8124-fb908c747837/print/
COLLECTIVE STRATEGIES & COMMUNICATIONS,"CAPITOL COUNSEL, LLC ON BEHALF OF OVERWATCH AERO",20000,5e6f8f2a-27dc-4145-85a9-10d432c3a0c5,False,False,https://lda.senate.gov/filings/public/filing/5e6f8f2a-27dc-4145-85a9-10d432c3a0c5/print/
COLLECTIVE STRATEGIES & COMMUNICATIONS,"CAPITOL COUNSEL, LLC ON BEHALF OF RESOURCE PUBLIC AFFAIRS LLC",20000,8dc5a7c9-dee3-4d6a-aca0-dba392215e50,False,False,https://lda.senate.gov/filings/public/filing/8dc5a7c9-dee3-4d6a-aca0-dba392215e50/print/
COLLECTIVE STRATEGIES & COMMUNICATIONS,"CAPITOL COUNSEL, LLC ON BEHALF OF THE LUMBER MANUFACTORY, INC.",20000,da7b1342-4954-47f2-b63f-fe27162e4f2e,False,False,https://lda.senate.gov/filings/public/filing/da7b1342-4954-47f2-b63f-fe27162e4f2e/print/
COLLECTIVE STRATEGIES & COMMUNICATIONS,"CAPITOL COUNSEL, LLC ON BEHALF OF TRACPLUS",20000,9e15d1fd-4893-4f7d-a1e1-a6ccda007110,False,False,https://lda.senate.gov/filings/public/filing/9e15d1fd-4893-4f7d-a1e1-a6ccda007110/print/
COLLECTIVE STRATEGIES & COMMUNICATIONS,"CAPITOL COUNSEL, LLC ON BEHALF OF VIBRANT PLANET PBC",20000,3091f340-461b-40c4-9d4b-3512e1c7328b,False,False,https://lda.senate.gov/filings/public/filing/3091f340-461b-40c4-9d4b-3512e1c7328b/print/
"YC CONSULTING, LLC","CAPITOL VENTURE LLC ON BEHALF OF AERSALE, INC.",20000,9ab0a595-def6-49b1-a509-d5995f21f7f4,False,False,https://lda.senate.gov/filings/public/filing/9ab0a595-def6-49b1-a509-d5995f21f7f4/print/
"YC CONSULTING, LLC",CAPITOL VENTURE LLC ON BEHALF OF MEEDER FUNDS,20000,f6bc568b-a853-4b35-a6de-80b0979b9328,False,False,https://lda.senate.gov/filings/public/filing/f6bc568b-a853-4b35-a6de-80b0979b9328/print/
SUSTAINABLE STRATEGIES DC,CENTER FOR POPULATION HEALTH,20000,4d686d31-0696-46b1-8d04-0a5512418c87,False,False,https://lda.senate.gov/filings/public/filing/4d686d31-0696-46b1-8d04-0a5512418c87/print/
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",CF&I STEEL L.P. (D/B/A ROCKY MOUNTAIN STEEL MILLS),20000,6536e9e0-cff3-444b-8e90-06d64df4a204,False,False,https://lda.senate.gov/filings/public/filing/6536e9e0-cff3-444b-8e90-06d64df4a204/print/
"MANATT, PHELPS, AND PHILLIPS","CITY OF SACRAMENTO, CA",20000,341c14b6-24d5-4b32-9460-ae32fad89397,False,False,https://lda.senate.gov/filings/public/filing/341c14b6-24d5-4b32-9460-ae32fad89397/print/
"NEW LANTERN, LLC","COI ENERGY SERVICES, INC.",20000,cd274bee-1820-4f75-a9f5-761e0d31bb39,False,False,https://lda.senate.gov/filings/public/filing/cd274bee-1820-4f75-a9f5-761e0d31bb39/print/
AKIN GUMP STRAUSS HAUER & FELD,COMMAND MEDICAL PRODUCTS,20000,dac7059e-794b-43a1-a361-4bed3bef2d4e,False,True,https://lda.senate.gov/filings/public/filing/dac7059e-794b-43a1-a361-4bed3bef2d4e/print/
PILLSBURY WINTHROP SHAW PITTMAN LLP,CORE4CE,20000,777769d1-71cd-4030-84df-48df8df6ad18,False,False,https://lda.senate.gov/filings/public/filing/777769d1-71cd-4030-84df-48df8df6ad18/print/
KING & SPALDING LLP,COTTAGE HEALTH,20000,33de374b-0f69-4b84-b47d-b008fe32b8a1,False,False,https://lda.senate.gov/filings/public/filing/33de374b-0f69-4b84-b47d-b008fe32b8a1/print/
"CLINE STRATEGIC CONSULTING, LLC","CROSSROADS STRATEGIES, LLC ON BEHALF OF AMERICAN CONCRETE INSTITUTE",20000,5102a5ac-7c09-4378-917e-c260b6b301bf,False,False,https://lda.senate.gov/filings/public/filing/5102a5ac-7c09-4378-917e-c260b6b301bf/print/
PENN AVENUE PARTNERS,"Canal Edge, LLC",20000,d502d156-74f2-418c-afd8-fbd29b435518,False,False,https://lda.senate.gov/filings/public/filing/d502d156-74f2-418c-afd8-fbd29b435518/print/
"MILLER STRATEGIES, LLC",Carnival Corporation,20000,22695618-d8c1-407b-9fe7-f863a0d51e6f,False,False,https://lda.senate.gov/filings/public/filing/22695618-d8c1-407b-9fe7-f863a0d51e6f/print/
AUSTIN LEGAL AND PUBLIC AFFAIRS PLLC,Caterpillar Inc.,20000,d0a19527-c859-4315-9f71-4bd86fb1b59f,False,False,https://lda.senate.gov/filings/public/filing/d0a19527-c859-4315-9f71-4bd86fb1b59f/print/
"VENTURE GOVERNMENT STRATEGIES, LLC (FKA HOBART HALLAWAY & QUAYLE VENTURES, LLC)","Cheniere Energy, Inc.",20000,57f53489-c683-4d3c-a3c6-32d16cd02a4a,False,False,https://lda.senate.gov/filings/public/filing/57f53489-c683-4d3c-a3c6-32d16cd02a4a/print/
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",Childrens Hospital Los Angeles,20000,ea66a088-f5e4-4a49-a3e5-1dea4eda1b08,False,False,https://lda.senate.gov/filings/public/filing/ea66a088-f5e4-4a49-a3e5-1dea4eda1b08/print/
"AVOQ, LLC",Chubb INA Holdings Inc.,20000,3f769616-df40-40d9-93e6-f2302c26002d,False,False,https://lda.senate.gov/filings/public/filing/3f769616-df40-40d9-93e6-f2302c26002d/print/
"MANATT, PHELPS, AND PHILLIPS","City of Des Moines, Iowa",20000,2b2cf905-7a98-4490-a070-8c5f263b1235,False,False,https://lda.senate.gov/filings/public/filing/2b2cf905-7a98-4490-a070-8c5f263b1235/print/
KELLER PARTNERS & COMPANY,City of Hallandale Beach,20000,d878a953-4691-4f81-a143-231a703cb3a7,False,False,https://lda.senate.gov/filings/public/filing/d878a953-4691-4f81-a143-231a703cb3a7/print/
"CORNERSTONE GOVERNMENT AFFAIRS, INC.","Clark Construction Group, LLC",20000,1832b100-c45b-43a1-859c-9e3fa7d25a0d,False,False,https://lda.senate.gov/filings/public/filing/1832b100-c45b-43a1-859c-9e3fa7d25a0d/print/
CURRENT STRATEGIES,Clean Water Construction Coalition,20000,015c724d-c43a-47a4-8501-23e294f7c60b,False,False,https://lda.senate.gov/filings/public/filing/015c724d-c43a-47a4-8501-23e294f7c60b/print/
"XLA ADVISORS, LLC","Codeiak Innovation, LLC on behalf of Knowmadics, Inc.",20000,837d0885-de7b-4269-9174-ce0ffd7b75d0,False,False,https://lda.senate.gov/filings/public/filing/837d0885-de7b-4269-9174-ce0ffd7b75d0/print/
VAN SCOYOC ASSOCIATES,DAVEY MITIGATION,20000,24a78377-b2b5-4994-af64-bdf7f9307135,False,False,https://lda.senate.gov/filings/public/filing/24a78377-b2b5-4994-af64-bdf7f9307135/print/
TREMONT STRATEGIES GROUP LLC,DEUTA AMERICA CORP.,20000,c3e0898e-edd9-4aaf-8a52-eaf11c14592e,False,False,https://lda.senate.gov/filings/public/filing/c3e0898e-edd9-4aaf-8a52-eaf11c14592e/print/
"PORTER GROUP, LLC",DRONE AMERICA,20000,9ba35c3e-8903-49f4-ad41-d5324ca3e3b3,False,False,https://lda.senate.gov/filings/public/filing/9ba35c3e-8903-49f4-ad41-d5324ca3e3b3/print/
LOBBYIT.COM,"Development InfoStructure, Inc.",20000,c93ac2a3-b710-4abd-ad08-c296fb385bfa,False,False,https://lda.senate.gov/filings/public/filing/c93ac2a3-b710-4abd-ad08-c296fb385bfa/print/
"MURRAY, MONTGOMERY & O'DONNELL",Dona Ana County,20000,a9a50aea-4254-438d-aca5-168973b15660,False,False,https://lda.senate.gov/filings/public/filing/a9a50aea-4254-438d-aca5-168973b15660/print/
"DAVIDOFF HUTCHER & CITRON, LLP",E&A RESTORATION INC.,20000,0611cb4d-4d05-483e-b945-19e1b94b4870,False,False,https://lda.senate.gov/filings/public/filing/0611cb4d-4d05-483e-b945-19e1b94b4870/print/
"HEALTH POLICY SOURCE, INC.","EMERJA, INC.",20000,96cd8695-b340-4c71-bad7-38d7e6125791,False,False,https://lda.senate.gov/filings/public/filing/96cd8695-b340-4c71-bad7-38d7e6125791/print/
S-3 GROUP,ESSITY NORTH AMERICA INC.,20000,7343e813-46a4-4c32-aaf3-937df119afff,False,False,https://lda.senate.gov/filings/public/filing/7343e813-46a4-4c32-aaf3-937df119afff/print/
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",EVEN CHANCE COALITION,20000,a5dffa0e-b56b-4c16-944e-7b626c16f8c3,False,False,https://lda.senate.gov/filings/public/filing/a5dffa0e-b56b-4c16-944e-7b626c16f8c3/print/
PIONEER PUBLIC AFFAIRS,EVERGREEN ACTION,20000,cb973a15-9ece-4d09-940d-4123ddcd685d,False,False,https://lda.senate.gov/filings/public/filing/cb973a15-9ece-4d09-940d-4123ddcd685d/print/
"TONIO BURGOS & ASSOCIATES, INC.","Exodigo, Inc",20000,ccae92bb-3cbe-40bc-a4bd-fc65e4b39630,False,False,https://lda.senate.gov/filings/public/filing/ccae92bb-3cbe-40bc-a4bd-fc65e4b39630/print/
