quarter,date,member_name,party,state,chamber,title,url,src_file,src_line
2022-Q2,2022-06-17,Dan Sullivan,Republican,AK,Senate,"Sullivan Champions Alaska, the Arctic in Robust FY 2023 Defense Authorization",https://www.sullivan.senate.gov/newsroom/press-releases/sullivan-champions-alaska-the-arctic-in-robust-fy-2023-defense-authorization,congress_press/2022/2022-06.jsonl,1039
2022-Q2,2022-06-20,Marcy Kaptur,Democrat,OH,House,"Appropriations Committee Releases Fiscal Year 2023 Energy and Water Development, and Related Agencies Funding Bill",https://kaptur.house.gov/media-center/press-releases/appropriations-committee-releases-fiscal-year-2023-energy-and-water,congress_press/2022/2022-06.jsonl,1063
2022-Q2,2022-06-21,Steve Scalise,Republican,LA,House,The HEAT Report,https://scalise.house.gov/media/press-releases/heat-report-33,congress_press/2022/2022-06.jsonl,1111
2022-Q2,2022-06-22,Tracey Mann,Republican,KS,House,"Representative Mann tours Stryten Energy in Salina, KS",https://mann.house.gov/media/press-releases/representative-mann-tours-stryten-energy-salina-ks,congress_press/2022/2022-06.jsonl,1200
2022-Q2,2022-06-23,Jim Costa,Democrat,CA,House,"Costa, Owens Introduce the Bipartisan Mining Schools Act of 2022",https://costa.house.gov/media-center/press-releases/costa-owens-introduce-bipartisan-mining-schools-act-2022,congress_press/2022/2022-06.jsonl,1275
2022-Q2,2022-06-23,Lisa Murkowski,Republican,AK,Senate,Murkowski Announces Investment in Critical Minerals Mapping from Infrastructure Law,https://www.murkowski.senate.gov/press/release/murkowski-announces-investment-in-critical-minerals-mapping-from-infrastructure-law-,congress_press/2022/2022-06.jsonl,1395
2022-Q2,2022-06-24,Joe Courtney,Democrat,CT,House,Courtney Votes to Advance Bipartisan 2023 National Defense Authorization,https://courtney.house.gov/media-center/press-releases/courtney-votes-advance-bipartisan-2023-national-defense-authorization,congress_press/2022/2022-06.jsonl,1503
2022-Q2,2022-06-24,Scott Franklin,Republican,FL,House,Franklin Secures Key Provisions in 2023 House Defense Spending Bill,https://franklin.house.gov/news/documentsingle.aspx?DocumentID=331,congress_press/2022/2022-06.jsonl,1537
2022-Q2,2022-06-28,Juan Vargas,Democrat,CA,House,Rep. Vargas Secures Nearly $34 Million in Community Project Funds in Appropriations Committee Bill,https://vargas.house.gov/media/press-releases/rep-vargas-secures-nearly-34-million-in-community-project-funds-in-appropriations-committee-bill-0,congress_press/2022/2022-06.jsonl,1856
2022-Q2,2022-06-29,Lois Frankel,Democrat,FL,House,"Frankel Advocates for Global Women’s Empowerment, Israel Security Assistance in Appropriations Bill",https://frankel.house.gov/news/documentsingle.aspx?DocumentID=3498,congress_press/2022/2022-06.jsonl,1892
2022-Q2,2022-06-30,Sean Casten,Democrat,IL,House,Casten calls for Congressional Democrats to Stand Up to Polluters in the Wake of Disastrous SCOTUS Ruling,https://casten.house.gov/media/press-releases/casten-calls-congressional-democrats-stand-polluters-wake-disastrous-scotus,congress_press/2022/2022-06.jsonl,1958
2022-Q3,2022-07-05,Juan Vargas,Democrat,CA,House,Rep. Vargas Secures Nearly $34 Million in Community Project Funds in Appropriations Committee Bill,https://vargas.house.gov/media/press-releases/rep-vargas-secures-nearly-34-million-in-community-project-funds-in-appropriations-committee-bill,congress_press/2022/2022-07.jsonl,106
2022-Q3,2022-07-07,Charles E. Schumer,Democrat,NY,Senate,"SCHUMER, IN PERSONAL CALL WITH CEO, URGES ZINC8 TO MAKE ULSTER’S IPARK87, FORMER TECHCITY CAMPUS, FUTURE HOME OF NEW HUB, BRINGING UP TO 500 CLEAN-ENERGY JOBS TO ULSTER; SENATOR SAYS HISTORIC FEDERAL...",https://www.schumer.senate.gov/newsroom/press-releases/schumer-in-personal-call-with-ceo-urges-zinc8-to-make-ulsters-ipark87-former-techcity-campus-future-home-of-new-hub-bringing-up-to-500-clean-energy-jobs-to-ulster-senator-says-historic-federal-battery-development-incentives-he-passed-in-infrastructure-law-will-supercharge-companies-to-invest-in-ny-and-power-the-fight-against-climate-change-schumer-is-working-closely-with-national-resources-the-owner-of-ipark87-to-bring-high-quality-jobs-and-investments-to-the-hudson-valley,congress_press/2022/2022-07.jsonl,203
2022-Q3,2022-07-12,Margaret Wood Hassan,Democrat,NH,Senate,Senator Hassan Visits Merchants Way in Concord to Discuss Clean Energy Investments,https://www.hassan.senate.gov/news/press-releases/senator-hassan-visits-merchants-way-in-concord-to-discuss-clean-energy-investments,congress_press/2022/2022-07.jsonl,364
2022-Q3,2022-07-14,Adam Smith,Democrat,WA,House,Rep. Smith Statement on the House Passage of the FY23 NDAA,https://adamsmith.house.gov/news/press-releases/rep-smith-statement-house-passage-fy23-ndaa,congress_press/2022/2022-07.jsonl,486
2022-Q3,2022-07-14,Kat Cammack,Republican,FL,House,"Rep. Cammack Joins Sen. Marshall, Rep. Mann In Letter Demanding President Biden Relax Import Duties On Fertilizer",https://cammack.house.gov/media/press-releases/rep-cammack-joins-sen-marshall-rep-mann-letter-demanding-president-biden-relax,congress_press/2022/2022-07.jsonl,508
2022-Q3,2022-07-14,Joe Courtney,Democrat,CT,House,Courtney Votes to Pass the Bipartisan 2023 Defense Authorization Bill,https://courtney.house.gov/media-center/press-releases/courtney-votes-pass-bipartisan-2023-defense-authorization-bill,congress_press/2022/2022-07.jsonl,531
2022-Q3,2022-07-14,Pete Stauber,Republican,MN,House,Stauber Statement on House Democrats' War on Minnesota Mining,https://stauber.house.gov/media/press-releases/stauber-statement-house-democrats-war-minnesota-mining,congress_press/2022/2022-07.jsonl,626
2022-Q3,2022-07-14,Mark Takano,Democrat,CA,House,Rep. Takano Statement on House Passage of the National Defense Authorization Act for Fiscal Year 2023,https://takano.house.gov/newsroom/press-releases/rep-takano-statement-on-house-passage-of-the-national-defense-authorization-act-for-fiscal-year-2023,congress_press/2022/2022-07.jsonl,631
2022-Q3,2022-07-14,David G. Valadao,Republican,CA,House,Congressman Valadao Votes to Pass FY23 National Defense Authorization Act,https://valadao.house.gov/news/documentsingle.aspx?DocumentID=363,congress_press/2022/2022-07.jsonl,638
2022-Q3,2022-07-15,Lisa Murkowski,Republican,AK,Senate,Murkowski Takes Interior to Task Over Project Delays in Alaska,https://www.murkowski.senate.gov/press/release/murkowski-takes-interior-to-task-over-project-delays-in-alaska-,congress_press/2022/2022-07.jsonl,813
2022-Q3,2022-07-19,Steve Scalise,Republican,LA,House,The HEAT Report,https://scalise.house.gov/media/press-releases/heat-report-35,congress_press/2022/2022-07.jsonl,959
2022-Q3,2022-07-20,Lizzie Fletcher,Democrat,TX,House,Congresswoman Lizzie Fletcher Highlights Key Victories in Government Funding Bill,https://fletcher.house.gov/news/documentsingle.aspx?DocumentID=4001,congress_press/2022/2022-07.jsonl,1055
2022-Q3,2022-07-20,Scott Franklin,Republican,FL,House,Franklin Applauds House Passage of Critical Defense Bill,https://franklin.house.gov/news/documentsingle.aspx?DocumentID=272,congress_press/2022/2022-07.jsonl,1058
2022-Q3,2022-07-20,Marcy Kaptur,Democrat,OH,House,"House Passes Federal Funding Bills, Kaptur Includes $27M for Local Community-Led Projects",https://kaptur.house.gov/media-center/press-releases/house-passes-federal-funding-bills-kaptur-includes-27m-local-community,congress_press/2022/2022-07.jsonl,1078
2022-Q3,2022-07-20,Marcy Kaptur,Democrat,OH,House,"House Passes Kaptur Energy & Water Bill to Turbocharge Domestic Energy Manufacturing, Rebuild Ohio Water Infrastructure",https://kaptur.house.gov/media-center/press-releases/house-passes-kaptur-energy-water-bill-turbocharge-domestic-energy,congress_press/2022/2022-07.jsonl,1079
2022-Q3,2022-07-20,Juan Vargas,Democrat,CA,House,Rep. Vargas Secures Nearly $30 Million in House Legislation to Help California’s 51st Congressional District,https://vargas.house.gov/media/press-releases/rep-vargas-secures-nearly-30-million-in-house-legislation-to-help-california-s-51st-congressional-district,congress_press/2022/2022-07.jsonl,1128
2022-Q3,2022-07-21,Nanette Diaz Barragán,Democrat,CA,House,Federal Funds for Six of Rep. Barragán’s Community Projects Move Forward in House Budget Bills,https://barragan.house.gov/2022/07/21/federal-funds-for-six-of-rep-barragans-community-projects-move-forward-in-house-budget-bills-2/,congress_press/2022/2022-07.jsonl,1165
2022-Q3,2022-07-21,Charles E. Schumer,Democrat,NY,Senate,SCHUMER ANNOUNCES SENATE TAKES FIRST STEP TO ADVANCE HIS HISTORIC FEDERAL SEMICONDUCTOR LEGISLATION; SENATOR MAKES FINAL PUSH TO PASS BIPARTISAN LAW & OUTLINES GAMECHANGING CHIP AND INNOVATION BILL...,https://www.schumer.senate.gov/newsroom/press-releases/schumer-announces-senate-takes-first-step-to-advance-his-historic-federal-semiconductor-legislation-senator-makes-final-push-to-pass-bipartisan-law-and-outlines-gamechanging-chip-and-innovation-bill-creating-thousands-of-ny-jobs-attracting-new-companies_powering-the-future-of-the-upstate-economy,congress_press/2022/2022-07.jsonl,1274
2022-Q3,2022-07-25,"Frank Pallone, Jr.",Democrat,NJ,House,Pallone Announces New Manufacturing Design Facility and Jobs at Clean Energy Storage Company in New Jersey,https://pallone.house.gov/media/press-releases/pallone-announces-new-manufacturing-design-facility-and-jobs-clean-energy,congress_press/2022/2022-07.jsonl,1361
2022-Q3,2022-07-26,Mario Diaz-Balart,Republican,FL,House,"ICYMI: Reps. Diaz-Balart, Gimenez, and Salazar in the Miami Herald: Biden making a mistake relying on foreign oil. Keystone XL pipeline is a solution | Opinion",https://mariodiazbalart.house.gov/media-center/press-releases/icymi-reps-diaz-balart-gimenez-and-salazar-miami-herald-biden-making,congress_press/2022/2022-07.jsonl,1406
2022-Q3,2022-07-27,Nanette Diaz Barragán,Democrat,CA,House,Federal Funds for Six of Rep. Barragán’s Community Projects Move Forward in House Budget Bills,https://barragan.house.gov/2022/07/27/federal-funds-for-six-of-rep-barragans-community-projects-move-forward-in-house-budget-bills/,congress_press/2022/2022-07.jsonl,1451
2022-Q3,2022-07-27,Mazie K. Hirono,Democrat,HI,Senate,Hirono Votes to Pass Landmark Chips and Science Act to Invest in American Innovation and Strengthen Domestic Supply Chains,https://www.hirono.senate.gov/news/press-releases/hirono-votes-to-pass-landmark-chips-and-science-act-to-invest-in-american-innovation-and-strengthen-domestic-supply-chains,congress_press/2022/2022-07.jsonl,1555
2022-Q3,2022-07-27,Brian Schatz,Democrat,HI,Senate,Schatz Statement On Inflation Reduction Act,https://www.schatz.senate.gov/news/press-releases/schatz-statement-on-inflation-reduction-act,congress_press/2022/2022-07.jsonl,1564
2022-Q3,2022-07-27,Charles E. Schumer,Democrat,NY,Senate,"SCHUMER ANNOUNCES SENATE PASSES HIS HISTORIC BIPARTISAN SEMICONDUCTOR, SCIENCE, AND TECH INNOVATION BILL; IMMEDIATELY FOLLOWING PASSAGE, SCHUMER LAYS OUT WHAT IT MEANS FOR NEW YORK COMMUNITITES, NEW...",https://www.schumer.senate.gov/newsroom/press-releases/schumer-announces-senate-passes-his-historic-bipartisan-semiconductor-science-and-tech-innovation-bill-immediately-following-passage-schumer-lays-out-what-it-means-for-new-york-communitites-new-jobs-and-powering-the-upstate-ny-tech-economy-,congress_press/2022/2022-07.jsonl,1565
2022-Q3,2022-07-28,John Garamendi,Democrat,CA,House,Garamendi Applauds the Inflation Reduction Act’s Introduction in U.S. Senate to Deliver Historic Progress on Climate Change,https://garamendi.house.gov/media/press-releases/garamendi-applauds-inflation-reduction-act-s-introduction-us-senate-deliver,congress_press/2022/2022-07.jsonl,1657
2022-Q3,2022-07-29,Nanette Diaz Barragán,Democrat,CA,House,Rep. Barragán’s Climate Justice Grants Act Included in House-Passed Wildfire and Drought Protection Bill,https://barragan.house.gov/2022/07/29/rep-barragans-climate-justice-grants-act-included-in-house-passed-wildfire-and-drought-protection-bill/,congress_press/2022/2022-07.jsonl,1796
2022-Q3,2022-07-29,Dan Sullivan,Republican,AK,Senate,Sullivan Will Hold Three Pentagon Nominees Over Biden’s Choking Off Domestic Critical Mineral Supplies,https://www.sullivan.senate.gov/newsroom/press-releases/sullivan-will-hold-three-pentagon-nominees-over-bidens-choking-off-domestic-critical-mineral-supplies,congress_press/2022/2022-07.jsonl,1925
2022-Q3,2022-08-01,Mike Crapo,Republican,ID,Senate,MYTH vs FACT: Tax Title of the “Inflation Reduction Act of 2022”,https://www.crapo.senate.gov/media/newsreleases/myth-vs-fact-tax-title-of-the-inflation-reduction-act-of-2022,congress_press/2022/2022-08.jsonl,32
2022-Q3,2022-08-02,Dan Sullivan,Republican,AK,Senate,Over 40 Organizations Support Hard-Working Americans With NEPA Reform,https://www.sullivan.senate.gov/newsroom/press-releases/over-40-organizations-support-hard-working-americans-with-nepa-reform,congress_press/2022/2022-08.jsonl,133
2022-Q3,2022-08-03,"Angus S. King, Jr.",Independent,ME,Senate,"King, Murkowski Introduce Comprehensive Arctic Trade and Security Bill",https://www.king.senate.gov/newsroom/press-releases/king-murkowski-introduce-comprehensive-arctic-trade-and-security-bill,congress_press/2022/2022-08.jsonl,213
2022-Q3,2022-08-03,Lisa Murkowski,Republican,AK,Senate,Murkowski Introduces Comprehensive Arctic Bill,https://www.murkowski.senate.gov/press/release/murkowski-introduces-comprehensive-arctic-bill,congress_press/2022/2022-08.jsonl,222
2022-Q3,2022-08-07,Dan Sullivan,Republican,AK,Senate,Sullivan Condemns China’s Aggressive Actions Toward Taiwan,https://www.sullivan.senate.gov/newsroom/press-releases/sullivan-condemns-chinas-aggressive-actions-toward-taiwan,congress_press/2022/2022-08.jsonl,412
2022-Q3,2022-08-07,Todd Young,Republican,IN,Senate,Young Votes Against Reckless Tax and Spend Bill Amidst Worst Inflation in Forty Years,https://www.young.senate.gov/newsroom/press-releases/young-votes-against-reckless-tax-and-spend-bill-amidst-worst-inflation-in-forty-years/,congress_press/2022/2022-08.jsonl,417
2022-Q3,2022-08-08,Charles E. Schumer,Democrat,NY,Senate,"JUST BACK FROM DC, SCHUMER OUTLINES HISTORIC PASSAGE OF INFLATION REDUCTION ACT & ITS IMPACT ON UPSTATE NEW YORK; FROM REDUCING RX COSTS FOR OVER 3.7M NY-ERS, LOWERING UTILITY BILLS, CLOSING TAX...",https://www.schumer.senate.gov/newsroom/press-releases/just-back-from-dc-schumer-outlines-historic-passage-of-inflation-reduction-act-and-its-impact-on-upstate-new-york-from-reducing-rx-costs-for-over-37m-ny-ers-lowering-utility-bills-closing-tax-loopholes-for-big-corps-fighting-climate-crisis-creating-new-jobs-rebuilding-american-manufacturing_more--,congress_press/2022/2022-08.jsonl,472
2022-Q3,2022-08-12,Ed Case,Democrat,HI,House,Case Votes for Historic Measure to Combat Climate Crisis and Lower Costs for American Families,https://case.house.gov/news/documentsingle.aspx?DocumentID=948,congress_press/2022/2022-08.jsonl,714
2022-Q3,2022-08-12,Sean Casten,Democrat,IL,House,Casten Celebrates Passage of Largest Investment in Climate Action in US History,https://casten.house.gov/media/press-releases/casten-celebrates-passage-largest-investment-climate-action-us-history,congress_press/2022/2022-08.jsonl,715
2022-Q3,2022-08-12,Joaquin Castro,Democrat,TX,House,"Congressman Castro Votes for the Inflation Reduction Act to Lower Prescription Drug & Energy Costs, Create Jobs, and Cut Carbon Pollution",https://castro.house.gov/media-center/press-releases/congressman-castro-votes-for-the-inflation-reduction-act-to-lower-prescription-drug-and-energy-costs-create-jobs-and-cut-carbon-pollution,congress_press/2022/2022-08.jsonl,717
2022-Q3,2022-08-12,Judy Chu,Democrat,CA,House,Rep. Chu Votes to Pass Historic Inflation Reduction Act,https://chu.house.gov/media-center/press-releases/rep-chu-votes-pass-historic-inflation-reduction-act,congress_press/2022/2022-08.jsonl,718
2022-Q3,2022-08-12,Joe Courtney,Democrat,CT,House,"Courtney Votes to Pass the Inflation Reduction Act, Delivering Lower Drug Costs, More Good Jobs, and Next-Gen Energy Production",https://courtney.house.gov/media-center/press-releases/courtney-votes-pass-inflation-reduction-act-delivering-lower-drug-costs,congress_press/2022/2022-08.jsonl,730
2022-Q3,2022-08-12,Gwen Moore,Democrat,WI,House,Congresswoman Gwen Moore Votes to Pass Historic Inflation Reduction Act,https://gwenmoore.house.gov/news/documentsingle.aspx?DocumentID=5052,congress_press/2022/2022-08.jsonl,762
2022-Q3,2022-08-12,Jared Huffman,Democrat,CA,House,"Huffman Votes for Historic Legislation to Combat Climate Change, Lower Health Care Costs, Tackle Inflation",https://huffman.house.gov/media-center/press-releases/huffman-votes-for-historic-legislation-to-combat-climate-change-lower-health-care-costs-tackle-inflation,congress_press/2022/2022-08.jsonl,773
2022-Q3,2022-08-12,Katherine M. Clark,Democrat,MA,House,"Assistant Speaker Katherine Clark Celebrates the Passage of Historic Legislation to Lower Heath Care Costs, Tackle Climate Crisis, and Build Stronger, Green Economy",https://katherineclark.house.gov/press-releases?ID=3E6766A4-5ADC-49E5-BAD1-7F00A1EFF2BF,congress_press/2022/2022-08.jsonl,778
2022-Q3,2022-08-12,Linda T. Sánchez,Democrat,CA,House,"Sánchez advances the Inflation Reduction Act, sends bill to President Biden’s desk",https://lindasanchez.house.gov/media-center/press-releases/s-nchez-advances-inflation-reduction-act-sends-bill-president-biden-s,congress_press/2022/2022-08.jsonl,788
2022-Q3,2022-08-12,Raul Ruiz,Democrat,CA,House,"Dr. Ruiz Votes to Lower Costs for Seniors & Families, Sending Historic Legislation to President’s Desk",https://ruiz.house.gov/media-center/press-releases/dr-ruiz-votes-lower-costs-seniors-families-sending-historic-legislation,congress_press/2022/2022-08.jsonl,819
2022-Q3,2022-08-12,Susie Lee,Democrat,NV,House,Rep. Susie Lee Votes to Pass Inflation Reduction Act,https://susielee.house.gov/media/press-releases/rep-susie-lee-votes-pass-inflation-reduction-act,congress_press/2022/2022-08.jsonl,843
2022-Q3,2022-08-12,Charles E. Schumer,Democrat,NY,Senate,"SCHUMER, AFTER SECURING LARGEST INVESTMENT IN CLEAN ENERGY IN HISTORY, ANNOUNCES ZINC8 SIGNS LETTER OF INTENT TO COME TO ULSTER’S FORMER TECH CITY CAMPUS, BRINGING UP TO 500 NEW JOBS TO THE HUDSON...",https://www.schumer.senate.gov/newsroom/press-releases/schumer-after-securing-largest-investment-in-clean-energy-in-history-announces-zinc8-signs-letter-of-intent-to-come-to-ulsters-former-tech-city-campus-bringing-up-to-500-new-jobs-to-the-hudson-valley-after-successfully-pushing-for-epa-to-cleanup-schumer-kicks-off-cleanup-with-new-jobs-and-cleaner-future-in-sight,congress_press/2022/2022-08.jsonl,878
2022-Q3,2022-08-13,Lisa Murkowski,Republican,AK,Senate,Murkowski Announces Over $57 Million in Additional Infrastructure Funding for Alaskan Communities,https://www.murkowski.senate.gov/press/release/-murkowski-announces-over-57-million-in-additional-infrastructure-funding-for-alaskan-communities-,congress_press/2022/2022-08.jsonl,886
